flowDurationMilliseconds,pkts_forward,mode_ipLen_forward,IAT_mean_forward,pkts_backward,mode_ipLen_backward,IAT_mean_backward,proto
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.9961522702547414,0.0,0.0,0.0,0.0,17
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,17
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.9321608040201005,0.0,0.0,0.0,0.0,17
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.980584842949165,0.9195979899497487,0.3291457286432161,0.9935391241923905,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.9321608040201005,0.0,0.0,0.0,0.0,17
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.9589006683863293,0.9195979899497487,0.3291457286432161,0.9806173725771716,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.8984924623115578,0.9809045226130654,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.925333237595377,0.9195979899497487,0.3291457286432161,0.9396984924623115,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.9832848091995869,0.9195979899497487,0.3291457286432161,0.9949748743718593,0.0,0.0,0.0,6
0.0,0.0,0.8190954773869347,0.0,0.0,0.0,0.0,1
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.9597311500683308,0.0,0.0,0.0,0.0,17
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.9642868641033522,0.9195979899497487,0.3291457286432161,0.9842067480258435,0.0,0.0,0.0,6
0.9091578582568013,0.9861809045226131,0.8015075376884422,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.9741534226088759,0.964824120603015,0.3291457286432161,0.9608974936932927,0.9907872696817421,0.964824120603015,0.9959494441906502,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.9321608040201005,0.0,0.0,0.0,0.0,17
0.0,0.0,0.8467336683417086,0.0,0.0,0.0,0.0,6
0.0,0.0,0.010050251256281407,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.9472878445029624,0.9195979899497487,0.3291457286432161,0.9687137428246456,0.0,0.0,0.0,6
0.0,0.0,0.8743718592964824,0.0,0.0,0.0,0.0,17
0.0,0.0,0.9932998324958124,0.0,0.0,0.0,0.0,17
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.8952658026976991,0.0,0.0,0.0,0.0,17
0.910402213496633,0.9698492462311558,0.020100502512562814,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.9321608040201005,0.0,0.0,0.0,0.0,17
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.94535079195148,0.9195979899497487,0.8907035175879396,0.9664427360116254,0.9849246231155779,0.9942865009981414,0.9960712654179991,17
0.0,0.0,0.010050251256281407,0.0,0.0,0.0,0.0,6
0.9757831001254169,0.9798994974874372,0.9009332376166547,0.948073701842546,0.9723618090452262,0.9773869346733668,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.9806812703152515,0.9899497487437187,0.9023689877961235,0.9383026242322725,0.0,0.0,0.0,17
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.9321608040201005,0.0,0.0,0.0,0.0,17
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,17
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.8944723618090452,0.0,0.8894472361809045,0.0,0.9723618090452262,0.9899497487437187,0.0,1
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,17
0.0,0.0,0.9321608040201005,0.0,0.0,0.0,0.0,17
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.9145906991709035,0.9899497487437187,0.8015075376884422,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.019472361809045227,0.0,0.0,0.0,0.0,17
0.9753686113587962,0.949748743718593,0.8973816450674424,0.9730470534490635,0.0,0.0,0.0,17
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,17
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.8894472361809045,0.0,0.0,0.0,0.0,17
0.9588637626867185,0.9798994974874372,0.8987040465485321,0.9391401451702959,0.9723618090452262,0.9773869346733668,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.8693467336683417,0.0,0.0,0.0,0.0,0
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.945449286149013,0.949748743718593,0.3291457286432161,0.9564489112227806,0.0,0.0,0.0,6
0.0,0.0,0.9597650725216026,0.0,0.0,0.0,0.0,17
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.9226989951443757,0.9809045226130654,0.8015075376884422,0.9199406121516674,0.9949753482883038,0.9773869346733668,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.9644868966445311,0.9195979899497487,0.3291457286432161,0.9849246231155779,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,17
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.9507999486089574,0.9195979899497487,0.8894472361809045,0.9725902238465053,0.0,0.0,0.0,1
0.0,0.0,0.9487437185929648,0.0,0.0,0.0,0.0,17
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.8015075376884422,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.8467336683417086,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.8015075376884422,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.9597311500683308,0.0,0.0,0.0,0.0,17
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.8467336683417086,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.8467336683417086,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.9104831923885112,0.0,0.0,0.0,0.0,17
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.9781575460982123,0.9195979899497487,0.3291457286432161,0.9921033740129218,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.9321608040201005,0.0,0.0,0.0,0.0,17
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.9055839542540288,0.9195979899497487,0.3291457286432161,0.0,0.9723618090452262,0.9773869346733668,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.9898095267169973,0.9195979899497487,0.3291457286432161,0.9978463747307968,0.0,0.0,0.0,6
0.0,0.0,0.785175879396985,0.0,0.0,0.0,0.0,17
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.02512562814070352,0.0,0.0,0.0,0.0,1
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.9698492462311558,0.0,0.0,0.0,0.0,17
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.010050251256281407,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.9932998324958124,0.0,0.0,0.0,0.0,17
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.010050251256281407,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.949748743718593,0.8015075376884422,0.0,0.9899497487437187,0.9773869346733668,0.0,1
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.9808755430969258,0.9195979899497487,0.3291457286432161,0.9935391241923905,0.0,0.0,0.0,6
0.0,0.0,0.9773869346733668,0.0,0.0,0.0,0.0,17
0.969228343526368,0.9195979899497487,0.3291457286432161,0.9874371859296482,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.9016074849385047,0.0,0.8743718592964824,0.0,0.9723618090452262,0.9950865438302624,0.0,17
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.8947738693467336,0.0,0.8947368421052632,0.0,0.9723618090452262,0.984715242881072,0.0,17
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.8467336683417086,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.9043560343152226,0.9195979899497487,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.8877721943048577,0.0,0.8467336683417086,0.0,0.9723618090452262,0.9936669649617953,0.0,17
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.8015075376884422,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.8965326633165829,0.9748743718592965,0.9038047379755922,0.0,0.0,0.0,0.0,17
0.9728370557813198,0.949748743718593,0.3291457286432161,0.9725902238465053,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.9321608040201005,0.0,0.0,0.0,0.0,17
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.9880391158430776,0.964824120603015,0.8793969849246231,0.9639183651689428,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.9990409039915832,0.9195979899497487,0.9773869346733668,1.0,0.0,0.0,0.0,17
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.022613065326633167,0.0,0.0,0.0,0.0,1
0.9745579311652602,0.949748743718593,0.3291457286432161,0.9725902238465053,0.0,0.0,0.0,6
0.9487044228145401,0.9861809045226131,0.8467336683417086,0.9282556279153615,0.9949760117713262,0.9815745393634842,0.990640703517588,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.8793969849246231,0.0,0.0,0.0,0.0,17
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.9321608040201005,0.0,0.0,0.0,0.0,17
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.8467336683417086,0.0,0.0,0.0,0.0,6
0.0,0.0,0.964824120603015,0.0,0.0,0.0,0.0,17
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.021356783919597992,0.0,0.0,0.0,0.0,17
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.8266331658291457,0.0,0.0,0.0,0.0,17
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.9070351758793971,0.0,0.0,0.0,0.0,17
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.9860855590166835,0.9773869346733668,0.7839195979899498,0.9532035175879398,0.9949748743718593,0.964824120603015,0.9951918684330744,6
0.0,0.0,0.8913316582914572,0.0,0.0,0.0,0.0,17
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,17
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.010050251256281407,0.0,0.0,0.0,0.0,6
0.0,0.0,0.9698492462311558,0.0,0.0,0.0,0.0,17
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.9032732724395458,0.9849246231155779,0.8015075376884422,0.0,0.9949757274214595,0.964824120603015,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.9865996649916249,0.0,0.0,0.0,0.0,17
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.9321608040201005,0.0,0.0,0.0,0.0,17
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.8944723618090452,0.0,0.8894472361809045,0.0,0.9723618090452262,0.9899497487437187,0.0,1
0.0,0.0,0.9641062455132806,0.0,0.0,0.0,0.0,17
0.0,0.0,0.9965478752713898,0.0,0.0,0.0,0.0,17
0.0,0.0,0.010050251256281407,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.9773869346733668,0.0,0.0,0.0,0.0,17
0.0,0.0,0.8467336683417086,0.0,0.0,0.0,0.0,6
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.3291457286432161,0.0,0.0,0.0,0.0,6
0.0,0.0,0.9698492462311558,0.0,0.0,0.0,0.0,17
0.0,0.0,0.7060301507537688,0.0,0.0,0.0,0.0,6
0.0,0.0,0.8467336683417086,0.0,0.0,0.0,0.0,6
